TableNumber,ImageNumber,ObjectNumber,Class,Nuclei_AreaShape_Area,Nuclei_AreaShape_Eccentricity,Nuclei_AreaShape_Solidity,Nuclei_AreaShape_Extent,Nuclei_AreaShape_EulerNumber,Nuclei_AreaShape_Perimeter,Nuclei_AreaShape_FormFactor,Nuclei_AreaShape_MajorAxisLength,Nuclei_AreaShape_MinorAxisLength,Nuclei_AreaShape_Orientation,Nuclei_Zernike_0_0,Nuclei_Zernike_1_1,Nuclei_Zernike_2_0,Nuclei_Zernike_2_2,Nuclei_Zernike_3_1,Nuclei_Zernike_3_3,Nuclei_Zernike_4_0,Nuclei_Zernike_4_2,Nuclei_Zernike_4_4,Nuclei_Zernike_5_1,Nuclei_Zernike_5_3,Nuclei_Zernike_5_5,Nuclei_Zernike_6_0,Nuclei_Zernike_6_2,Nuclei_Zernike_6_4,Nuclei_Zernike_6_6,Nuclei_Zernike_7_1,Nuclei_Zernike_7_3,Nuclei_Zernike_7_5,Nuclei_Zernike_7_7,Nuclei_Zernike_8_0,Nuclei_Zernike_8_2,Nuclei_Zernike_8_4,Nuclei_Zernike_8_6,Nuclei_Zernike_8_8,Nuclei_Zernike_9_1,Nuclei_Zernike_9_3,Nuclei_Zernike_9_5,Nuclei_Zernike_9_7,Nuclei_Zernike_9_9,Nuclei_Intensity_IntegratedIntensity_CorrDAPI,Nuclei_Intensity_MeanIntensity_CorrDAPI,Nuclei_Intensity_StdIntensity_CorrDAPI,Nuclei_Intensity_MinIntensity_CorrDAPI,Nuclei_Intensity_MaxIntensity_CorrDAPI,Nuclei_Intensity_IntegratedIntensityEdge_CorrDAPI,Nuclei_Intensity_MeanIntensityEdge_CorrDAPI,Nuclei_Intensity_StdIntensityEdge_CorrDAPI,Nuclei_Intensity_MinIntensityEdge_CorrDAPI,Nuclei_Intensity_MaxIntensityEdge_CorrDAPI,Nuclei_Intensity_MassDisplacement_CorrDAPI,Nuclei_Intensity_LowerQuartileIntensity_CorrDAPI,Nuclei_Intensity_MedianIntensity_CorrDAPI,Nuclei_Intensity_UpperQuartileIntensity_CorrDAPI,Nuclei_Neighbors_NumberOfNeighbors_10,Nuclei_Neighbors_PercentTouching_10,Nuclei_Neighbors_FirstClosestXVector_10,Nuclei_Neighbors_FirstClosestYVector_10,Nuclei_Neighbors_SecondClosestXVector_10,Nuclei_Neighbors_SecondClosestYVector_10,Nuclei_Neighbors_AngleBetweenNeighbors_10,Nuclei_Neighbors_NumberOfNeighbors_20,Nuclei_Neighbors_PercentTouching_20,Nuclei_Neighbors_FirstClosestXVector_20,Nuclei_Neighbors_FirstClosestYVector_20,Nuclei_Neighbors_SecondClosestXVector_20,Nuclei_Neighbors_SecondClosestYVector_20,Nuclei_Neighbors_AngleBetweenNeighbors_20,Nuclei_Texture_AngularSecondMoment_CorrDAPI_10,Nuclei_Texture_Contrast_CorrDAPI_10,Nuclei_Texture_Correlation_CorrDAPI_10,Nuclei_Texture_Variance_CorrDAPI_10,Nuclei_Texture_InverseDifferenceMoment_CorrDAPI_10,Nuclei_Texture_SumAverage_CorrDAPI_10,Nuclei_Texture_SumVariance_CorrDAPI_10,Nuclei_Texture_SumEntropy_CorrDAPI_10,Nuclei_Texture_Entropy_CorrDAPI_10,Nuclei_Texture_DifferenceVariance_CorrDAPI_10,Nuclei_Texture_DifferenceEntropy_CorrDAPI_10,Nuclei_Texture_InfoMeas1_CorrDAPI_10,Nuclei_Texture_InfoMeas2_CorrDAPI_10,Nuclei_Texture_GaborX_CorrDAPI_10,Nuclei_Texture_GaborY_CorrDAPI_10,Nuclei_Texture_AngularSecondMoment_CorrDAPI_3,Nuclei_Texture_Contrast_CorrDAPI_3,Nuclei_Texture_Correlation_CorrDAPI_3,Nuclei_Texture_Variance_CorrDAPI_3,Nuclei_Texture_InverseDifferenceMoment_CorrDAPI_3,Nuclei_Texture_SumAverage_CorrDAPI_3,Nuclei_Texture_SumVariance_CorrDAPI_3,Nuclei_Texture_SumEntropy_CorrDAPI_3,Nuclei_Texture_Entropy_CorrDAPI_3,Nuclei_Texture_DifferenceVariance_CorrDAPI_3,Nuclei_Texture_DifferenceEntropy_CorrDAPI_3,Nuclei_Texture_InfoMeas1_CorrDAPI_3,Nuclei_Texture_InfoMeas2_CorrDAPI_3,Nuclei_Texture_GaborX_CorrDAPI_3,Nuclei_Texture_GaborY_CorrDAPI_3
9,561,136,latetelophase,458.0,0.742687,0.952183,0.752053,1.0,83.9411,0.797699,30.1336,20.1786,10.5327,0.711256,0.305902,0.163349,0.0899188,0.139336,0.0244287,0.0282275,0.00149641,0.00996392,0.0314037,0.0357169,0.0058271,0.0208073,0.0219787,0.00786839,0.00856522,0.0122268,0.0409846,0.00653214,0.00654889,0.00732738,0.00382817,0.00910855,0.00265795,0.0032705,0.013382,0.00960981,0.0127224,0.00197503,0.00396907,90.333,0.197234,0.11698,0.0417655,0.463231,5.63286,0.0761198,0.0472422,0.0417655,0.233762,5.1176,0.0943335,0.173637,0.296851,2.0,48.9796,-22.8355,-1.27877,-35.5357,-22.6485,29.3061,2.0,79.5918,-22.8355,-1.27877,-35.5357,-22.6485,29.3061,0.0417343,7.31395,0.406387,4.69745,0.34538,7.58527,11.8706,2.46138,3.441,2.38142,1.69121,-0.217802,0.769348,38.3201,85.2279,0.0503749,1.6066,0.843025,4.64061,0.586548,7.5,18.0368,2.61719,3.34185,0.691032,1.18047,-0.334358,0.862014,1.08729,4.3744
4,82,53,latetelophase,768.0,0.669243,0.937729,0.705882,1.0,113.154,0.740604,36.5128,27.1306,37.0882,0.82242,0.345052,0.120631,0.0833269,0.13936,0.0538913,0.042073,0.0252413,0.00892987,0.0240659,0.0406173,0.0150209,0.00277162,0.0094671,0.00761954,0.00699079,0.0181769,0.0301824,0.0260554,0.00857588,0.00953424,0.00998068,0.00711477,0.00656565,0.00664984,0.0172752,0.00980001,0.0101704,0.00620122,0.00459894,161.014,0.209653,0.165295,0.042404,0.566139,5.38247,0.0554894,0.00842956,0.042404,0.0891681,4.50672,0.0723037,0.131771,0.344819,2.0,57.3529,31.9664,-26.8217,-2.61033,50.0842,132.982,2.0,90.4412,31.9664,-26.8217,-2.61033,50.0842,132.982,0.0316925,15.9608,-0.100811,7.05206,0.275616,7.70806,12.9823,2.56075,3.75897,5.30959,2.05075,-0.0326946,0.346777,81.7018,99.6491,0.0858944,2.08358,0.835818,6.34535,0.596348,6.80896,23.2978,2.4588,3.16678,1.04744,1.31251,-0.310026,0.828919,0.34825,1.17374
9,159,41,latetelophase,593.0,0.627922,0.947284,0.68318,1.0,94.669,0.814182,31.4811,24.501,-40.3742,0.809591,0.315995,0.131766,0.0663041,0.145177,0.0730602,0.0565768,0.0267199,0.0226569,0.0254778,0.0558631,0.00974106,0.0030264,0.0160768,0.00906912,0.00860597,0.0137764,0.0140188,0.0351511,0.0127041,0.0136571,0.0117646,0.00673171,0.00650776,0.00385519,0.0207786,0.00806412,0.0054359,0.0141033,0.00657611,125.004,0.2108,0.116009,0.0387358,0.403404,4.34114,0.0535943,0.00822527,0.0387358,0.0754962,0.440747,0.0933626,0.205398,0.327424,2.0,15.9292,27.9509,-27.2926,26.0007,30.3332,93.7151,3.0,79.646,27.9509,-27.2926,26.0007,30.3332,93.7151,0.0248033,17.2393,-0.323282,6.10935,0.224006,9.8773,8.79476,2.43789,3.88117,4.79525,2.06172,-0.0566233,0.450656,69.231,56.4344,0.0312307,3.74755,0.679326,5.8239,0.449442,9.55186,19.625,2.66255,3.66957,1.41162,1.50995,-0.208685,0.758235,1.51279,2.24492
9,2971,29,latetelophase,544.0,0.755638,0.969697,0.725333,1.0,88.4264,0.854825,32.5737,21.3354,31.9259,0.739069,0.311572,0.151751,0.102554,0.139377,0.0579366,0.0316152,0.013399,0.0213186,0.0381427,0.032464,0.00848148,0.0215725,0.0196102,0.0214744,0.00658317,0.012734,0.0345175,0.0292146,0.00331965,0.0125113,0.0043122,0.00379591,0.01067,0.00365086,0.0170099,0.0123475,0.0097015,0.0103388,0.00265863,126.212,0.232006,0.134963,0.0413218,0.493711,3.98992,0.0524989,0.00632994,0.0413218,0.0719417,5.28146,0.095777,0.238477,0.343691,1.0,10.4762,3.91569,31.45,43.627,0.726438,81.949,2.0,61.9048,3.91569,31.45,43.627,0.726438,81.949,0.0218889,12.77,-0.132108,5.66996,0.265185,8.98333,9.78972,2.46368,3.94161,4.14599,2.0072,-0.0652422,0.484254,63.0319,88.7543,0.0311919,2.76759,0.725634,5.00092,0.493365,8.63966,17.4032,2.679,3.62148,1.07593,1.39141,-0.22986,0.781152,2.39739,0.634054
1,3263,39,latetelophase,553.0,0.576049,0.958406,0.737333,1.0,89.0122,0.857694,29.5469,24.152,2.83312,0.767278,0.316547,0.152591,0.0560475,0.145094,0.018769,0.0574833,0.0138089,0.0164768,0.0187453,0.0499618,0.0100834,0.000488773,0.0107398,0.00659586,0.00653555,0.0181358,0.0278082,0.0177461,0.0113213,0.0113418,0.00851286,0.00274412,0.00316759,0.00949348,0.0180681,0.00730294,0.0163114,0.00631958,0.00652665,98.7834,0.178632,0.0985371,0.048563,0.406348,5.2939,0.0687519,0.0239663,0.048563,0.142327,16.834,0.0847522,0.162707,0.253041,3.0,60.0,5.01905,-20.0731,-37.1968,-1.36019,101.944,6.0,94.2857,5.01905,-20.0731,-37.1968,-1.36019,101.944,0.0248397,9.79487,0.015052,5.10469,0.337409,8.03846,10.0754,2.50508,3.904,3.7357,1.93847,-0.0554165,0.447823,39.2031,62.4336,0.0397139,2.29916,0.748898,4.59565,0.591595,7.60879,16.0122,2.61547,3.50567,1.183,1.35128,-0.252439,0.79818,0.942531,3.14402
0,282,224,latetelophase,540.0,0.596309,0.955752,0.740741,1.0,87.598,0.864482,29.3642,23.5722,-41.6114,0.931947,0.38172,0.0578405,0.0428134,0.119546,0.0715779,0.0374174,0.0244529,0.00800106,0.0195259,0.0415853,0.0325272,0.0193948,0.00969554,0.00596745,0.0058312,0.0284599,0.0235374,0.0271963,0.0236521,0.0082721,0.00273308,0.00951004,0.00808997,0.00317618,0.00908579,0.00889884,0.00525064,0.0158987,0.0134829,121.551,0.225094,0.137694,0.0466171,0.507859,6.30554,0.0829677,0.0448862,0.0466171,0.204399,0.40854,0.0916254,0.198329,0.348636,4.0,99.0291,-19.6296,11.4028,25.81,-4.86052,160.513,4.0,100.0,-19.6296,11.4028,25.81,-4.86052,160.513,0.023214,11.7616,0.0226632,5.18719,0.311435,8.57295,12.0169,2.57193,3.91172,4.27229,2.00366,-0.0643599,0.482155,65.848,90.5657,0.0452896,2.19306,0.80839,5.34689,0.582098,7.98048,20.3532,2.64708,3.48444,1.07708,1.33389,-0.272526,0.819936,1.20721,0.934151
5,437,94,latetelophase,640.0,0.696113,0.96823,0.692641,1.0,97.4975,0.828972,33.8525,24.3038,-27.6205,0.764115,0.319214,0.154299,0.0808856,0.14547,0.0235074,0.0474899,0.0056234,0.00993696,0.0287662,0.0397567,0.0193621,0.00728898,0.0224561,0.0142602,0.0112043,0.0206137,0.0357127,0.0216356,0.00581768,0.00826309,0.00958051,0.00561807,0.00261027,0.00223073,0.0140435,0.00912382,0.0105284,0.0115677,0.000891875,137.185,0.214351,0.117671,0.0458331,0.416289,5.03893,0.06071,0.0128414,0.0458331,0.100667,2.63429,0.0917169,0.222709,0.327953,3.0,87.1795,-15.3088,22.7017,17.907,21.5556,73.7113,4.0,100.0,-15.3088,22.7017,17.907,21.5556,73.7113,0.0318389,13.8414,-0.116644,5.87678,0.27611,9.79301,10.7555,2.47003,3.72499,4.53234,2.02274,-0.0638008,0.469775,51.2054,65.6479,0.0401441,2.85791,0.750331,5.64993,0.531533,9.17446,20.0253,2.65139,3.53749,1.30439,1.44108,-0.2381,0.785226,0.712054,2.02764
4,498,147,latetelophase,600.0,0.695329,0.940439,0.75,1.0,95.3553,0.8121,33.0641,23.7629,-75.5954,0.74404,0.241977,0.146065,0.0919976,0.15098,0.103792,0.0371106,0.0110103,0.0059405,0.0367289,0.0586202,0.0324247,0.0021348,0.0217915,0.0145939,0.0065233,0.0162577,0.00615091,0.0248358,0.0138846,0.0010223,0.00953569,0.0101418,0.00322707,0.00482084,0.0145264,0.0190031,0.0137917,0.0151209,0.0119969,139.33,0.232217,0.122702,0.0410027,0.457399,8.84391,0.104046,0.0920978,0.0410027,0.334606,3.76488,0.107978,0.244097,0.336104,3.0,78.1818,-21.3873,0.152152,21.5262,-10.905,153.541,3.0,100.0,-21.3873,0.152152,21.5262,-10.905,153.541,0.0286994,12.1142,-0.159606,4.46853,0.307602,9.01384,8.66417,2.41532,3.75596,4.47059,2.00619,-0.124457,0.628111,71.616,43.8419,0.0278171,3.84722,0.631033,4.5137,0.441698,9.17659,16.2962,2.64286,3.75913,1.44595,1.53139,-0.153867,0.682682,3.05697,1.29809
3,479,105,latetelophase,554.0,0.560759,0.973638,0.795977,1.0,86.1838,0.915901,29.2743,24.2385,7.83183,0.890701,0.389603,0.0842794,0.0651292,0.111878,0.0311661,0.0441076,0.0283872,0.0160506,0.0210209,0.061198,0.0062274,0.0140116,0.0037734,0.00600956,0.00651999,0.0260907,0.0157761,0.0254591,0.0091686,0.000856174,0.0052387,0.00960014,0.0104153,0.00526244,0.0114436,0.0107434,0.0167819,0.00383272,0.00148594,133.629,0.241208,0.170788,0.0425333,0.593191,4.00818,0.0534424,0.00513055,0.0425333,0.0668963,8.2293,0.0794469,0.198759,0.391042,1.0,16.6667,6.65255,-31.9726,-49.2255,18.2642,122.11,2.0,68.6275,6.65255,-31.9726,-49.2255,18.2642,122.11,0.0266602,10.4344,0.186319,6.4839,0.379133,7.99688,15.2094,2.61297,3.9064,4.62929,1.93266,-0.0511151,0.430871,69.5235,129.746,0.048286,2.37137,0.797195,5.84163,0.615096,7.60788,21.0143,2.62566,3.46123,1.3167,1.34893,-0.271506,0.814264,1.16581,2.6622
9,3555,23,latetelophase,574.0,0.738301,0.963087,0.779891,1.0,91.598,0.841238,33.2523,22.4277,-13.4018,0.697616,0.294781,0.177874,0.0852791,0.151381,0.0275347,0.0376631,0.0105681,0.0155204,0.0224853,0.0297833,0.00697002,0.0137381,0.0294036,0.00907476,0.000355687,0.0184675,0.0433545,0.005959,0.00376886,0.00161325,0.00455162,0.00829381,0.004217,0.00478836,0.0125435,0.0106304,0.0108337,0.00479334,0.00404798,166.33,0.289774,0.178471,0.0672559,0.713542,8.20681,0.102585,0.0406106,0.0672559,0.228545,0.973108,0.130292,0.245035,0.417691,1.0,41.6667,-1.92288,-23.7757,-53.185,-14.7526,69.8731,1.0,76.8519,-1.92288,-23.7757,-53.185,-14.7526,69.8731,0.021849,10.4339,0.0205934,5.36286,0.291456,7.79023,10.8727,2.51871,3.95215,3.49038,1.92082,-0.0579698,0.458562,76.2118,133.909,0.0402216,1.71713,0.816006,4.6827,0.569323,7.20319,16.9468,2.60909,3.45277,0.709147,1.19737,-0.272864,0.815009,1.07256,2.44166
0,580,9,latetelophase,565.0,0.627631,0.941667,0.77931,1.0,92.5269,0.811681,30.6958,23.897,-75.1122,0.848287,0.310372,0.11043,0.0682964,0.151537,0.105936,0.0484605,0.0227366,0.0108198,0.019365,0.0331877,0.0290871,0.00429723,0.00918898,0.00699595,0.00243196,0.0127671,0.0175838,0.0204217,0.0171104,0.00916543,0.0133326,0.00444283,0.00472395,0.00638571,0.0206181,0.0190896,0.0165174,0.0149248,0.0135291,101.833,0.180235,0.115109,0.0438488,0.460121,5.99988,0.0722877,0.0257486,0.0438488,0.137488,9.50326,0.0847268,0.139898,0.262908,2.0,63.4615,0.372409,29.104,32.3003,-18.7335,119.38,3.0,95.1923,0.372409,29.104,32.3003,-18.7335,119.38,0.0344643,16.9036,-0.499784,5.42776,0.219104,7.15357,5.42999,2.07997,3.58056,4.77825,2.0497,-0.157532,0.688576,87.798,59.6054,0.0443445,2.93515,0.69982,4.70521,0.457015,6.96862,16.5492,2.56343,3.46457,0.999672,1.37897,-0.237908,0.78038,0.925901,1.06949
7,3317,422,latetelophase,479.0,0.802772,0.95992,0.702346,1.0,85.0122,0.813627,32.3591,19.2953,-74.2104,0.658674,0.201666,0.152258,0.107799,0.135627,0.0947306,0.0121674,0.015833,0.021908,0.0482136,0.0637529,0.0365888,0.00555299,0.0156739,0.0124653,0.00242337,0.0186015,0.0171599,0.0190458,0.0148843,0.00104717,0.00163972,0.00873394,0.00881188,0.00637117,0.01326,0.0101736,0.00789486,0.0177336,0.0097043,112.948,0.235799,0.133248,0.0447482,0.494021,5.93662,0.0813235,0.0382014,0.0447482,0.166217,3.41761,0.10651,0.228121,0.349877,4.0,96.0784,-22.8884,4.86461,27.8787,-10.7079,170.988,4.0,100.0,-22.8884,4.86461,27.8787,-10.7079,170.988,0.0315626,14.3279,-0.432915,5.71519,0.224714,7.96721,5.53991,2.1143,3.61384,3.86282,2.00745,-0.183155,0.724183,91.1048,55.6509,0.0281753,4.33161,0.587651,5.64622,0.382932,8.84974,16.366,2.68349,3.71049,1.31877,1.51096,-0.19298,0.741593,2.26113,0.449593
9,2921,44,latetelophase,440.0,0.706029,0.967033,0.740741,1.0,78.7696,0.868937,28.355,20.0805,-68.1721,0.801512,0.282811,0.121632,0.092421,0.14887,0.102577,0.0377397,0.016231,0.00432914,0.0278235,0.0454099,0.0372369,0.00227926,0.00895067,0.0195542,0.00884538,0.0173127,0.0199112,0.0249473,0.0184647,0.0020838,0.00427299,0.00621158,0.00381253,0.00307334,0.0141137,0.0107383,0.0104833,0.0212536,0.0133346,114.657,0.260583,0.183773,0.0396468,0.642699,3.59634,0.0528874,0.00690094,0.0396468,0.072952,4.06167,0.0839031,0.212645,0.420638,0.0,0.0,-113.423,34.0524,-92.2578,105.124,32.0185,0.0,0.0,-113.423,34.0524,-92.2578,105.124,32.0185,0.0639506,19.1611,-0.73623,7.19194,0.208976,6.95,3.32528,1.83514,3.0318,5.01515,2.04539,-0.33644,0.855256,125.18,51.7529,0.0341012,6.08357,0.446325,5.42569,0.287266,8.01671,15.8883,2.57566,3.60401,1.41122,1.56928,-0.237802,0.789343,1.95424,0.891445
1,699,86,latetelophase,514.0,0.711928,0.964353,0.738506,1.0,86.1838,0.849771,30.6112,21.4968,57.3621,0.800979,0.303201,0.127143,0.0841048,0.149592,0.0852477,0.0413741,0.0188261,0.0155588,0.0266568,0.0347292,0.021438,0.000977574,0.00865005,0.0128442,0.0051754,0.0170988,0.0212729,0.0214795,0.0161615,0.000888091,0.00577029,0.00295671,0.00839785,0.00496122,0.0131664,0.0141143,0.0164229,0.0162826,0.0110173,147.017,0.286024,0.163891,0.0854404,0.63969,7.61079,0.101477,0.00917822,0.0854404,0.133771,5.38181,0.13372,0.24922,0.421287,1.0,40.5941,12.9512,37.006,-10.3636,-77.4426,168.333,1.0,67.3267,12.9512,37.006,-10.3636,-77.4426,168.333,0.0246528,16.2167,-0.350138,6.16139,0.239294,7.83333,7.80556,2.37384,3.84862,4.82604,2.07119,-0.0831182,0.533779,95.3787,82.7698,0.0304008,3.35431,0.679848,5.25513,0.455382,7.75991,17.5997,2.64521,3.69236,1.23182,1.45816,-0.187083,0.730411,1.64667,1.53214
7,2961,464,latetelophase,363.0,0.773207,0.957784,0.6875,1.0,72.7696,0.838228,27.2083,17.2543,-57.8114,0.770975,0.277867,0.139897,0.112167,0.145915,0.0967578,0.0253908,0.00302346,0.00782577,0.0463437,0.047896,0.0222683,0.00794446,0.0285978,0.0201077,0.0139461,0.0204245,0.0178069,0.0313518,0.0260373,0.00901409,0.00796861,0.00229148,0.00398608,0.00517501,0.00546196,0.0188737,0.0188555,0.0216839,0.0107027,92.8724,0.255847,0.151239,0.0413574,0.539545,4.56773,0.0736731,0.0440122,0.0413574,0.195609,0.447666,0.104821,0.246361,0.389163,3.0,82.9545,-17.27,9.10932,26.5648,12.5408,126.919,3.0,100.0,-17.27,9.10932,26.5648,12.5408,126.919,0.0350296,15.4077,-0.417792,5.20408,0.251939,7.86923,6.00598,2.11052,3.55623,4.71982,2.0509,-0.204712,0.756071,97.9863,80.5439,0.027456,5.1134,0.524322,4.88159,0.348211,9.07216,16.1563,2.66307,3.72718,1.4365,1.53835,-0.182547,0.727242,0.971102,1.24763
9,3134,23,latetelophase,524.0,0.580351,0.983114,0.808642,1.0,82.7696,0.938358,28.6575,23.3377,62.9879,0.924386,0.366925,0.063053,0.0459828,0.127884,0.0932596,0.0380475,0.0267605,0.00702677,0.0174859,0.0323737,0.0325103,0.0144743,0.00969235,0.0055525,0.00250794,0.0247318,0.0236753,0.0244985,0.019512,0.000521264,0.00191092,0.00534966,0.00044467,0.00296491,0.0148507,0.0103974,0.00934638,0.0148503,0.00888357,160.682,0.306645,0.193609,0.0391825,0.646588,3.8617,0.0536348,0.00651188,0.0391825,0.068248,0.035919,0.100644,0.314179,0.48499,0.0,0.0,8.86706,50.8883,58.7675,26.4388,55.8933,0.0,0.0,8.86706,50.8883,58.7675,26.4388,55.8933,0.029902,17.4047,-0.328631,6.44661,0.21837,9.07782,8.77215,2.39092,3.7342,4.83944,2.05697,-0.109616,0.597063,117.411,93.142,0.0310881,4.72009,0.591123,5.7487,0.440905,9.1851,18.3675,2.6739,3.67605,1.93729,1.62555,-0.184421,0.725856,5.49248,1.94266
9,3453,9,latetelophase,676.0,0.705708,0.968481,0.736383,1.0,98.669,0.855137,34.9741,24.7793,-27.5727,0.741398,0.306431,0.1642,0.0907478,0.146936,0.0540175,0.0449794,0.00915613,0.0224483,0.0315953,0.0407017,0.00455339,0.0131736,0.0247944,0.0118091,0.000684091,0.0193375,0.0345872,0.0289772,0.00184676,0.00868584,0.0133159,0.00415495,0.0124917,0.00379096,0.0106304,0.0134856,0.0171233,0.00124347,0.00299465,177.578,0.26269,0.151969,0.0588573,0.600219,8.57494,0.100882,0.0547523,0.0588573,0.271574,2.92418,0.11618,0.247516,0.381783,2.0,70.339,1.61968,-26.4368,-27.5831,9.80227,113.07,2.0,94.9153,1.61968,-26.4368,-27.5831,9.80227,113.07,0.0257591,8.69193,0.197903,4.82318,0.36021,8.25672,12.7434,2.56192,3.86605,3.33084,1.8565,-0.0952418,0.569643,59.3017,106.393,0.0493779,1.32437,0.866055,4.67729,0.624202,7.58319,18.1523,2.6169,3.32873,0.606861,1.11382,-0.343354,0.866746,2.07061,2.34418
7,3117,215,latetelophase,516.0,0.580428,0.979127,0.801242,1.0,82.7696,0.924032,28.4495,23.1668,7.30451,0.831974,0.352741,0.129923,0.0637569,0.137372,0.0170018,0.0684047,0.0210025,0.00598459,0.00744809,0.0610169,0.00299864,0.0177941,0.0108122,0.0106552,0.00359427,0.0298754,0.0258394,0.0176349,0.00444002,0.00586888,0.0182766,0.00769312,0.00126536,0.00397219,0.011877,0.00150491,0.0231524,0.00660082,0.00439957,120.734,0.23398,0.133512,0.0378697,0.504196,3.70349,0.0514373,0.00716311,0.0378697,0.0719164,4.84465,0.101228,0.237572,0.346859,1.0,24.4898,14.7419,33.8881,-15.4163,-43.0238,176.204,2.0,88.7755,14.7419,33.8881,-15.4163,-43.0238,176.204,0.025354,7.71134,0.243005,5.34306,0.448195,8.79725,12.6427,2.58385,3.86835,3.76613,1.84212,-0.10672,0.595258,52.2539,101.915,0.0374207,2.38479,0.750194,4.82964,0.616607,8.55481,16.6989,2.6706,3.53059,1.32578,1.34393,-0.263645,0.811402,0.61265,3.42068
1,3277,238,latetelophase,481.0,0.713574,0.977642,0.712593,1.0,81.8406,0.880782,29.6271,20.7562,-35.3452,0.8431,0.351949,0.107717,0.0864416,0.133182,0.0523393,0.0413989,0.0281926,0.00506375,0.026311,0.0423656,0.023555,0.000694737,0.00534741,0.0141887,0.00833885,0.0196836,0.0286532,0.0304504,0.00735965,0.00787124,0.00888279,0.0110988,0.00175798,0.00159488,0.0160104,0.00766589,0.00868585,0.0119245,0.00481225,124.226,0.258266,0.146963,0.0599079,0.542094,5.17821,0.0750466,0.00761808,0.0599079,0.0907981,1.2577,0.111572,0.236317,0.398596,2.0,24.2424,13.5403,-28.3922,-22.8479,28.9192,167.186,3.0,92.9293,13.5403,-28.3922,-22.8479,28.9192,167.186,0.0262724,15.0,-0.22903,6.10939,0.226405,8.77143,9.29469,2.44298,3.83535,4.15037,2.01896,-0.0722537,0.503179,73.9647,96.7089,0.0335928,3.27941,0.692073,5.30015,0.454066,8.5098,18.0195,2.65212,3.60859,1.18827,1.44829,-0.221423,0.770126,0.691727,2.75767
4,3682,72,latetelophase,582.0,0.673739,0.946341,0.743295,1.0,92.7696,0.831781,31.8671,23.5489,34.8864,0.871126,0.360461,0.0999767,0.0603566,0.132451,0.0581859,0.0515487,0.0283484,0.0128119,0.0190461,0.0503229,0.0254593,0.011687,0.00298133,0.00589062,0.00850569,0.022596,0.0239973,0.0292525,0.00879273,0.00627683,0.0103944,0.00613309,0.00841913,0.00728238,0.0168425,0.00411021,0.00767676,0.00714606,0.00191607,131.456,0.22587,0.144851,0.0421663,0.556396,4.93089,0.0601328,0.0177221,0.0421663,0.125012,10.8158,0.0873684,0.20194,0.345683,2.0,53.271,19.1035,15.9162,-7.317,34.6521,62.1236,2.0,84.1121,19.1035,15.9162,-7.317,34.6521,62.1236,0.0282277,11.4818,-0.101199,4.7833,0.252359,7.57879,9.17107,2.46413,3.7948,3.52258,1.94556,-0.0921172,0.557296,46.4943,73.6381,0.0356907,2.875,0.692561,4.63643,0.490931,7.52579,15.8247,2.62656,3.57498,1.12358,1.402,-0.218936,0.765247,2.48119,3.12247
7,3162,503,latetelophase,578.0,0.709802,0.966555,0.810659,1.0,89.9411,0.878248,32.4973,22.8912,-86.4383,0.789845,0.260223,0.125623,0.0977311,0.152386,0.125037,0.0337579,0.0151037,0.00889449,0.0351167,0.0492619,0.0426073,0.0074218,0.0182342,0.018285,0.00940873,0.00856695,0.00254182,0.00955822,0.0160082,0.00281128,0.00863917,0.00708928,0.00408482,0.00637968,0.0101481,0.0143357,0.0112355,0.0106363,0.00915131,106.403,0.184088,0.0947808,0.0449087,0.353386,4.94049,0.0617561,0.0194015,0.0449087,0.125185,1.46311,0.0912102,0.179853,0.268055,4.0,89.4231,-24.0657,-2.23117,29.2257,-9.37667,156.915,6.0,100.0,-24.0657,-2.23117,29.2257,-9.37667,156.915,0.0255852,16.7269,-0.372626,6.0869,0.214897,8.9631,7.54845,2.34045,3.86735,4.51565,2.05523,-0.112008,0.607456,70.5621,39.6423,0.0275013,3.94639,0.638147,5.2197,0.407199,9.24124,17.7954,2.68277,3.73784,1.27974,1.49616,-0.192032,0.740897,1.36458,1.48677
7,3018,323,latetelophase,468.0,0.618074,0.94929,0.696429,1.0,81.8406,0.856977,27.7017,21.7768,-76.2079,0.75367,0.255034,0.158821,0.0652611,0.163009,0.0779325,0.0507606,0.00806942,0.0125427,0.0301874,0.0440065,0.0356006,0.00656339,0.0148392,0.0119295,0.00734951,0.00572845,0.0148951,0.0353394,0.017944,0.0119467,0.00895571,0.0051098,0.00534213,0.00345291,0.0175732,0.0137013,0.0137915,0.0181099,0.008739,117.288,0.250616,0.147378,0.0412598,0.518067,4.47769,0.0648941,0.0291275,0.0412598,0.17143,0.819892,0.0996598,0.251978,0.385272,3.0,93.0,19.775,-11.5395,-5.30232,-27.5337,70.6351,3.0,100.0,19.775,-11.5395,-5.30232,-27.5337,70.6351,0.0341916,16.9951,-0.42617,5.31729,0.235119,8.63054,6.52853,2.20905,3.63245,4.83113,2.03475,-0.168861,0.701659,96.0295,60.0724,0.0268983,4.9013,0.543147,5.6109,0.377085,9.14545,16.4723,2.66884,3.74813,1.56712,1.59051,-0.163687,0.699765,2.95141,1.2368
